key;query;HTTP_HOST;REQUEST_TIME
9052_c370595262b1d455578d49461430b6f2;SELECT `translate` FROM `dnt_translates` WHERE`parent_id` = '0' AND`vendor_id` = '1' AND`lang_id` = 'sk' AND`translate_id` = 'home' AND`type` = 'static';skeleton.localhost;1538599341
9599_f5a661fa218d85ad96cbc264f118fdff;SELECT `translate` FROM `dnt_translates` WHERE`parent_id` = '0' AND`vendor_id` = '1' AND`lang_id` = 'sk' AND`translate_id` = 'hladat' AND`type` = 'static';skeleton.localhost;1538599341
3616_2134aef7460d0a6cbba03944f7ec016e;SELECT `translate` FROM `dnt_translates` WHERE`parent_id` = '0' AND`vendor_id` = '1' AND`lang_id` = 'sk' AND`translate_id` = 'prihlasit' AND`type` = 'static';skeleton.localhost;1538599341
5544_ca224e1c17ea94f37ae73bd2fc955b80;SELECT * FROM dnt_languages WHERE `show` = '1' AND vendor_id = '1';skeleton.localhost;1538599341
2815_923e8493295cd19f96d00a0ca46882dc;SELECT value FROM dnt_settings WHERE `key` = 'logo_firmy' AND `vendor_id` = '1';skeleton.localhost;1538599341
5491_9de2dcd188fc1933979b4e777df52a38;SELECT name FROM dnt_uploads WHERE `id_entity` = '1676';skeleton.localhost;1538599341
2827_28d6c8cfd092b73c15716d46ec8f176c;SELECT id_entity FROM dnt_post_type WHERE name_url = 'sitemap' AND `vendor_id` = '1';skeleton.localhost;1538599341
4226_c521319dae0a56e866dc1173d59aa650;SELECT * FROM dnt_posts WHERE type = 'sitemap' AND cat_id = '290' AND vendor_id = '1' AND `show` = '1' ORDER BY `order` DESC;skeleton.localhost;1538599341
7796_ebeb17bf7bfd5c226c12b5e3b6e4b2f7;SELECT name_urlFROM `dnt_posts` WHERE `dnt_posts`.id_entity = '13289' AND `dnt_posts`.vendor_id = '1';skeleton.localhost;1538599341
9238_ebeb17bf7bfd5c226c12b5e3b6e4b2f7;SELECT name_urlFROM `dnt_posts` WHERE `dnt_posts`.id_entity = '13289' AND `dnt_posts`.vendor_id = '1';skeleton.localhost;1538599341
1281_f21ac736b066c1c243737267049af923;SELECT nameFROM `dnt_posts` WHERE `dnt_posts`.id_entity = '13289' AND `dnt_posts`.vendor_id = '1';skeleton.localhost;1538599341
1629_8248cb3e6b3d884590d5eaf1cf42243f;SELECT name_urlFROM `dnt_posts` WHERE `dnt_posts`.id_entity = '13349' AND `dnt_posts`.vendor_id = '1';skeleton.localhost;1538599341
4274_8248cb3e6b3d884590d5eaf1cf42243f;SELECT name_urlFROM `dnt_posts` WHERE `dnt_posts`.id_entity = '13349' AND `dnt_posts`.vendor_id = '1';skeleton.localhost;1538599341
70_a7e9013a1d16bb90a2148de7abdbe0cb;SELECT nameFROM `dnt_posts` WHERE `dnt_posts`.id_entity = '13349' AND `dnt_posts`.vendor_id = '1';skeleton.localhost;1538599341
4637_afa84a4e3ccbf56fa7c6dbcc834f5aaf;SELECT name_urlFROM `dnt_posts` WHERE `dnt_posts`.id_entity = '13357' AND `dnt_posts`.vendor_id = '1';skeleton.localhost;1538599341
5697_afa84a4e3ccbf56fa7c6dbcc834f5aaf;SELECT name_urlFROM `dnt_posts` WHERE `dnt_posts`.id_entity = '13357' AND `dnt_posts`.vendor_id = '1';skeleton.localhost;1538599341
1626_5cb06ea8be898e1eb22e7ffc83308b7e;SELECT nameFROM `dnt_posts` WHERE `dnt_posts`.id_entity = '13357' AND `dnt_posts`.vendor_id = '1';skeleton.localhost;1538599341
8796_4c71b61fe5a59323dcd8ec8efbf67feb;SELECT name_urlFROM `dnt_posts` WHERE `dnt_posts`.id_entity = '13354' AND `dnt_posts`.vendor_id = '1';skeleton.localhost;1538599341
9406_4c71b61fe5a59323dcd8ec8efbf67feb;SELECT name_urlFROM `dnt_posts` WHERE `dnt_posts`.id_entity = '13354' AND `dnt_posts`.vendor_id = '1';skeleton.localhost;1538599341
4018_e7c3671b807ae28690b3ff903dded13f;SELECT nameFROM `dnt_posts` WHERE `dnt_posts`.id_entity = '13354' AND `dnt_posts`.vendor_id = '1';skeleton.localhost;1538599341
4327_b03929ff7f7abe04b97ec25634078f83;SELECT name_urlFROM `dnt_posts` WHERE `dnt_posts`.id_entity = '13575' AND `dnt_posts`.vendor_id = '1';skeleton.localhost;1538599341
7518_b03929ff7f7abe04b97ec25634078f83;SELECT name_urlFROM `dnt_posts` WHERE `dnt_posts`.id_entity = '13575' AND `dnt_posts`.vendor_id = '1';skeleton.localhost;1538599341
2917_b23652d5726481ba635719fd904d6e04;SELECT nameFROM `dnt_posts` WHERE `dnt_posts`.id_entity = '13575' AND `dnt_posts`.vendor_id = '1';skeleton.localhost;1538599341
4076_42e6c5068e3fbe94edb541c3cc296a15;SELECT name_urlFROM `dnt_posts` WHERE `dnt_posts`.id_entity = '13365' AND `dnt_posts`.vendor_id = '1';skeleton.localhost;1538599341
9655_42e6c5068e3fbe94edb541c3cc296a15;SELECT name_urlFROM `dnt_posts` WHERE `dnt_posts`.id_entity = '13365' AND `dnt_posts`.vendor_id = '1';skeleton.localhost;1538599341
2836_2dbb8051e9df4e64712189431697b9fc;SELECT nameFROM `dnt_posts` WHERE `dnt_posts`.id_entity = '13365' AND `dnt_posts`.vendor_id = '1';skeleton.localhost;1538599341
9119_575c214502df0b102c580eaa132a3ce3;SELECT name_urlFROM `dnt_posts` WHERE `dnt_posts`.id_entity = '13368' AND `dnt_posts`.vendor_id = '1';skeleton.localhost;1538599341
642_575c214502df0b102c580eaa132a3ce3;SELECT name_urlFROM `dnt_posts` WHERE `dnt_posts`.id_entity = '13368' AND `dnt_posts`.vendor_id = '1';skeleton.localhost;1538599341
3319_1ee155b6f771dc1eed4ad4e5d5c1aa2c;SELECT nameFROM `dnt_posts` WHERE `dnt_posts`.id_entity = '13368' AND `dnt_posts`.vendor_id = '1';skeleton.localhost;1538599341
5396_8ac3ccfd3ee877eb337d821656b72cd8;SELECT name_urlFROM `dnt_posts` WHERE `dnt_posts`.id_entity = '14155' AND `dnt_posts`.vendor_id = '1';skeleton.localhost;1538599341
4416_8ac3ccfd3ee877eb337d821656b72cd8;SELECT name_urlFROM `dnt_posts` WHERE `dnt_posts`.id_entity = '14155' AND `dnt_posts`.vendor_id = '1';skeleton.localhost;1538599341
5009_9eb7a73ddf073327dd5b5494f85b8e26;SELECT nameFROM `dnt_posts` WHERE `dnt_posts`.id_entity = '14155' AND `dnt_posts`.vendor_id = '1';skeleton.localhost;1538599341
7669_313f5b717c40f11e54523927bd7aad96;SELECT * FROM dnt_polls WHERE `show` <> '0' AND `show` <> '3' AND vendor_id = '1';skeleton.localhost;1538599341
6695_313f5b717c40f11e54523927bd7aad96;SELECT * FROM dnt_polls WHERE `show` <> '0' AND `show` <> '3' AND vendor_id = '1';skeleton.localhost;1538599341
6646_35a94022454efe3d6be51abd95fe664b;SELECT img FROM dnt_polls WHERE `id_entity` = '1' AND vendor_id = '1';skeleton.localhost;1538599341
9848_2abe9a28e76a6d6fa66cb12afde1317d;SELECT name FROM dnt_uploads WHERE `id_entity` = '1685' AND `vendor_id` = '1' AND `show` = '1' or `show` = '2';skeleton.localhost;1538599341
6385_cb38f651d3c1b544243aecfcf9f522ea;SELECT img FROM dnt_polls WHERE `id_entity` = '9' AND vendor_id = '1';skeleton.localhost;1538599341
660_9ce1fabf6f39195179ac2c22ea72ed95;SELECT name FROM dnt_uploads WHERE `id_entity` = '1686' AND `vendor_id` = '1' AND `show` = '1' or `show` = '2';skeleton.localhost;1538599341
8546_6d2f846435b29037033aca8df8749a66;SELECT `translate` FROM `dnt_translates` WHERE`parent_id` = '0' AND`vendor_id` = '1' AND`lang_id` = 'sk' AND`translate_id` = 'kontakt' AND`type` = 'static';skeleton.localhost;1538599341
1271_5b05ea1254347049ca0013dee802ac99;SELECT `translate` FROM `dnt_translates` WHERE`parent_id` = '0' AND`vendor_id` = '1' AND`lang_id` = 'sk' AND`translate_id` = 'ustredie' AND`type` = 'static';skeleton.localhost;1538599341
6042_7e3513b135f587ab7956320b1fddf24b;SELECT `translate` FROM `dnt_translates` WHERE`parent_id` = '0' AND`vendor_id` = '1' AND`lang_id` = 'sk' AND`translate_id` = 'tel_c' AND`type` = 'static';skeleton.localhost;1538599341
9257_0458950e172b1c13f64663a60217b4f0;SELECT `translate` FROM `dnt_translates` WHERE`parent_id` = '0' AND`vendor_id` = '1' AND`lang_id` = 'sk' AND`translate_id` = 'email' AND`type` = 'static';skeleton.localhost;1538599341
9551_d97499d8af88749a8a7cf92827603f1b;SELECT `translate` FROM `dnt_translates` WHERE`parent_id` = '0' AND`vendor_id` = '1' AND`lang_id` = 'sk' AND`translate_id` = 'socialne_siete' AND`type` = 'static';skeleton.localhost;1538599341
